"Source File","Line Number","Rule ID","Rule Name","Description"
"Runtime/ClockTimeDependencies.cs","81","cr-dotnet-0121","Clock/Time Dependencies","Application relies on server-local timezone settings using DateTime.Now, TimeZone.CurrentTimeZone, or implements scheduled operations without considering distributed cloud environments. In cloud deployments across multiple regions, timezone inconsistencies cause scheduling failures."
"Runtime/MissingShutdownHooks.cs","26","cr-dotnet-0127","Missing Graceful Shutdown Hooks","Application lacks proper shutdown event handling through AppDomain.ProcessExit, Console.CancelKeyPress, IHostedService.StopAsync, or other graceful shutdown mechanisms. This affects proper application lifecycle management in cloud environments."
"Runtime/MissingShutdownHooks.cs","41","cr-dotnet-0127","Missing Graceful Shutdown Hooks","Application lacks proper shutdown event handling through AppDomain.ProcessExit, Console.CancelKeyPress, IHostedService.StopAsync, or other graceful shutdown mechanisms. This affects proper application lifecycle management in cloud environments."
"Runtime/MissingShutdownHooks.cs","53","cr-dotnet-0127","Missing Graceful Shutdown Hooks","Application lacks proper shutdown event handling through AppDomain.ProcessExit, Console.CancelKeyPress, IHostedService.StopAsync, or other graceful shutdown mechanisms. This affects proper application lifecycle management in cloud environments."
"Runtime/MissingShutdownHooks.cs","68","cr-dotnet-0127","Missing Graceful Shutdown Hooks","Application lacks proper shutdown event handling through AppDomain.ProcessExit, Console.CancelKeyPress, IHostedService.StopAsync, or other graceful shutdown mechanisms. This affects proper application lifecycle management in cloud environments."
"Runtime/MissingShutdownHooks.cs","90","cr-dotnet-0127","Missing Graceful Shutdown Hooks","Application lacks proper shutdown event handling through AppDomain.ProcessExit, Console.CancelKeyPress, IHostedService.StopAsync, or other graceful shutdown mechanisms. This affects proper application lifecycle management in cloud environments."
"Runtime/MissingShutdownHooks.cs","112","cr-dotnet-0127","Missing Graceful Shutdown Hooks","Application lacks proper shutdown event handling through AppDomain.ProcessExit, Console.CancelKeyPress, IHostedService.StopAsync, or other graceful shutdown mechanisms. This affects proper application lifecycle management in cloud environments."
"Runtime/MissingShutdownHooks.cs","113","cr-dotnet-0127","Missing Graceful Shutdown Hooks","Application lacks proper shutdown event handling through AppDomain.ProcessExit, Console.CancelKeyPress, IHostedService.StopAsync, or other graceful shutdown mechanisms. This affects proper application lifecycle management in cloud environments."
"Runtime/MissingShutdownHooks.cs","114","cr-dotnet-0127","Missing Graceful Shutdown Hooks","Application lacks proper shutdown event handling through AppDomain.ProcessExit, Console.CancelKeyPress, IHostedService.StopAsync, or other graceful shutdown mechanisms. This affects proper application lifecycle management in cloud environments."
"Runtime/StatefulMiddleware.cs","18","cr-dotnet-0126","Heavy Coupling to Stateful Middleware","Application is tightly integrated with stateful middleware features like IIS application pool sticky sessions, WCF session-based services, that don't translate to cloud-native stateless architectures and horizontal scaling patterns."
"Runtime/StatefulMiddleware.cs","25","cr-dotnet-0126","Heavy Coupling to Stateful Middleware","Application is tightly integrated with stateful middleware features like IIS application pool sticky sessions, WCF session-based services, that don't translate to cloud-native stateless architectures and horizontal scaling patterns."
"Runtime/StatefulMiddleware.cs","45","cr-dotnet-0126","Heavy Coupling to Stateful Middleware","Application is tightly integrated with stateful middleware features like IIS application pool sticky sessions, WCF session-based services, that don't translate to cloud-native stateless architectures and horizontal scaling patterns."
"Runtime/StatefulMiddleware.cs","59","cr-dotnet-0126","Heavy Coupling to Stateful Middleware","Application is tightly integrated with stateful middleware features like IIS application pool sticky sessions, WCF session-based services, that don't translate to cloud-native stateless architectures and horizontal scaling patterns."
"Runtime/StatefulMiddleware.cs","64","cr-dotnet-0126","Heavy Coupling to Stateful Middleware","Application is tightly integrated with stateful middleware features like IIS application pool sticky sessions, WCF session-based services, that don't translate to cloud-native stateless architectures and horizontal scaling patterns."
"Runtime/StatefulMiddleware.cs","78","cr-dotnet-0126","Heavy Coupling to Stateful Middleware","Application is tightly integrated with stateful middleware features like IIS application pool sticky sessions, WCF session-based services, that don't translate to cloud-native stateless architectures and horizontal scaling patterns."
"Runtime/StatefulMiddleware.cs","93","cr-dotnet-0126","Heavy Coupling to Stateful Middleware","Application is tightly integrated with stateful middleware features like IIS application pool sticky sessions, WCF session-based services, that don't translate to cloud-native stateless architectures and horizontal scaling patterns."
"State/IISApplicationState.cs","18","cr-dotnet-0005","IIS Application State","Application stores data in HttpApplication.Application state object which creates server affinity and prevents horizontal scaling. Application state is server-specific and not shared across multiple instances, causing data inconsistency in load-balanced cloud environments."
"State/IISApplicationState.cs","26","cr-dotnet-0005","IIS Application State","Application stores data in HttpApplication.Application state object which creates server affinity and prevents horizontal scaling. Application state is server-specific and not shared across multiple instances, causing data inconsistency in load-balanced cloud environments."
"State/IISApplicationState.cs","32","cr-dotnet-0005","IIS Application State","Application stores data in HttpApplication.Application state object which creates server affinity and prevents horizontal scaling. Application state is server-specific and not shared across multiple instances, causing data inconsistency in load-balanced cloud environments."
"State/MemoryCacheNoExpiry.cs","16","cr-dotnet-0007","MemoryCache Without Expiration","Application uses System.Runtime.Caching.MemoryCache or Microsoft.Extensions.Caching.Memory without proper expiration policies. This causes memory growth and stale data inconsistencies across multiple instances in distributed cloud environments."
"State/MemoryCacheNoExpiry.cs","24","cr-dotnet-0007","MemoryCache Without Expiration","Application uses System.Runtime.Caching.MemoryCache or Microsoft.Extensions.Caching.Memory without proper expiration policies. This causes memory growth and stale data inconsistencies across multiple instances in distributed cloud environments."
"State/MemoryCacheNoExpiry.cs","30","cr-dotnet-0007","MemoryCache Without Expiration","Application uses System.Runtime.Caching.MemoryCache or Microsoft.Extensions.Caching.Memory without proper expiration policies. This causes memory growth and stale data inconsistencies across multiple instances in distributed cloud environments."
"State/MemoryCacheNoExpiry.cs","36","cr-dotnet-0007","MemoryCache Without Expiration","Application uses System.Runtime.Caching.MemoryCache or Microsoft.Extensions.Caching.Memory without proper expiration policies. This causes memory growth and stale data inconsistencies across multiple instances in distributed cloud environments."
"State/OutputCacheInMemory.cs","19","cr-dotnet-0046","Output Cache Provider","Application uses in-memory output caching through System.Web.Caching.OutputCache or [OutputCache] attributes. In-memory caches don't synchronize across multiple instances, causing cache inconsistency."
"State/OutputCacheInMemory.cs","27","cr-dotnet-0046","Output Cache Provider","Application uses in-memory output caching through System.Web.Caching.OutputCache or [OutputCache] attributes. In-memory caches don't synchronize across multiple instances, causing cache inconsistency."
"State/OutputCacheInMemory.cs","33","cr-dotnet-0046","Output Cache Provider","Application uses in-memory output caching through System.Web.Caching.OutputCache or [OutputCache] attributes. In-memory caches don't synchronize across multiple instances, causing cache inconsistency."
"State/SessionStateInProc.cs","18","cr-dotnet-0045","Session State Provider","Application uses in-process session state (InProc) for user session management through HttpSessionState. In-process sessions create server affinity and don't scale across multiple instances."
"State/SessionStateInProc.cs","24","cr-dotnet-0045","Session State Provider","Application uses in-process session state (InProc) for user session management through HttpSessionState. In-process sessions create server affinity and don't scale across multiple instances."
"State/SessionStateInProc.cs","30","cr-dotnet-0045","Session State Provider","Application uses in-process session state (InProc) for user session management through HttpSessionState. In-process sessions create server affinity and don't scale across multiple instances."
"State/SessionStateInProc.cs","37","cr-dotnet-0045","Session State Provider","Application uses in-process session state (InProc) for user session management through HttpSessionState. In-process sessions create server affinity and don't scale across multiple instances."
"State/SingletonWithState.cs","15","cr-dotnet-0008","Singleton Pattern with State","Application implements singleton design pattern with mutable internal state using static properties or fields. In multi-instance cloud deployments, each instance creates its own singleton instance, violating the singleton contract and causing state inconsistency."
"State/SingletonWithState.cs","19","cr-dotnet-0008","Singleton Pattern with State","Application implements singleton design pattern with mutable internal state using static properties or fields. In multi-instance cloud deployments, each instance creates its own singleton instance, violating the singleton contract and causing state inconsistency."
"State/StaticCollectionsState.cs","16","cr-dotnet-0006","Static Collections for State","Application uses static collections (List<T>, Dictionary<T,K>, etc.) to store mutable application state. In multi-instance cloud deployments, each instance maintains separate static collection states, leading to data inconsistency and unpredictable application behavior."
"State/StaticCollectionsState.cs","20","cr-dotnet-0006","Static Collections for State","Application uses static collections (List<T>, Dictionary<T,K>, etc.) to store mutable application state. In multi-instance cloud deployments, each instance maintains separate static collection states, leading to data inconsistency and unpredictable application behavior."
"State/StaticCollectionsState.cs","24","cr-dotnet-0006","Static Collections for State","Application uses static collections (List<T>, Dictionary<T,K>, etc.) to store mutable application state. In multi-instance cloud deployments, each instance maintains separate static collection states, leading to data inconsistency and unpredictable application behavior."
"State/StaticCollectionsState.cs","40","cr-dotnet-0006","Static Collections for State","Application uses static collections (List<T>, Dictionary<T,K>, etc.) to store mutable application state. In multi-instance cloud deployments, each instance maintains separate static collection states, leading to data inconsistency and unpredictable application behavior."
"Threading/BlockingCollectionOps.cs","16","cr-dotnet-0039","Blocking Collection Operations","Application uses blocking operations on collections like BlockingCollection<T>.Take() or producer-consumer patterns without timeout handling. Blocking operations reduce scalability in distributed cloud environments."
"Threading/BlockingCollectionOps.cs","24","cr-dotnet-0039","Blocking Collection Operations","Application uses blocking operations on collections like BlockingCollection<T>.Take() or producer-consumer patterns without timeout handling. Blocking operations reduce scalability in distributed cloud environments."
"Threading/BlockingCollectionOps.cs","32","cr-dotnet-0039","Blocking Collection Operations","Application uses blocking operations on collections like BlockingCollection<T>.Take() or producer-consumer patterns without timeout handling. Blocking operations reduce scalability in distributed cloud environments."
"Threading/BlockingCollectionOps.cs","39","cr-dotnet-0039","Blocking Collection Operations","Application uses blocking operations on collections like BlockingCollection<T>.Take() or producer-consumer patterns without timeout handling. Blocking operations reduce scalability in distributed cloud environments."
"Threading/FixedThreadAffinity.cs","20","cr-dotnet-0124","Fixed Thread Affinity/Pinning","Application attempts to control thread processor affinity using Process.ProcessorAffinity or makes assumptions about CPU core binding. Cloud environments have dynamic CPU allocation without guaranteed specific core assignments, causing affinity operations to fail."
"Threading/FixedThreadAffinity.cs","28","cr-dotnet-0124","Fixed Thread Affinity/Pinning","Application attempts to control thread processor affinity using Process.ProcessorAffinity or makes assumptions about CPU core binding. Cloud environments have dynamic CPU allocation without guaranteed specific core assignments, causing affinity operations to fail."
"Threading/FixedThreadAffinity.cs","38","cr-dotnet-0124","Fixed Thread Affinity/Pinning","Application attempts to control thread processor affinity using Process.ProcessorAffinity or makes assumptions about CPU core binding. Cloud environments have dynamic CPU allocation without guaranteed specific core assignments, causing affinity operations to fail."
"Threading/HardCodedThreadPool.cs","17","cr-dotnet-0022","Hard-coded ThreadPool Size","Application configures ThreadPool with fixed minimum and maximum thread counts. These hard-coded values don't adapt to varying cloud resource availability and prevent optimal resource utilization across different cloud instance types."
"Threading/HardCodedThreadPool.cs","24","cr-dotnet-0022","Hard-coded ThreadPool Size","Application configures ThreadPool with fixed minimum and maximum thread counts. These hard-coded values don't adapt to varying cloud resource availability and prevent optimal resource utilization across different cloud instance types."
"Threading/HardCodedThreadPool.cs","32","cr-dotnet-0022","Hard-coded ThreadPool Size","Application configures ThreadPool with fixed minimum and maximum thread counts. These hard-coded values don't adapt to varying cloud resource availability and prevent optimal resource utilization across different cloud instance types."
"Threading/ThreadStartUsage.cs","19","cr-dotnet-0021","Thread.Start() Usage","Application creates threads directly using Thread.Start() without proper limits or resource management. In cloud environments with shared resources, unbounded thread creation can cause resource exhaustion and affect application performance."
"Threading/ThreadStartUsage.cs","28","cr-dotnet-0021","Thread.Start() Usage","Application creates threads directly using Thread.Start() without proper limits or resource management. In cloud environments with shared resources, unbounded thread creation can cause resource exhaustion and affect application performance."
"Threading/ThreadStartUsage.cs","38","cr-dotnet-0021","Thread.Start() Usage","Application creates threads directly using Thread.Start() without proper limits or resource management. In cloud environments with shared resources, unbounded thread creation can cause resource exhaustion and affect application performance."
"Threading/ThreadStaticAttribute.cs","16","cr-dotnet-0023","ThreadStatic Attribute","Application uses [ThreadStatic] attribute to store thread-local data. In cloud hosting environments with thread pooling and request recycling, ThreadStatic variables can cause memory leaks and unpredictable behavior."
"Threading/ThreadStaticAttribute.cs","28","cr-dotnet-0023","ThreadStatic Attribute","Application uses [ThreadStatic] attribute to store thread-local data. In cloud hosting environments with thread pooling and request recycling, ThreadStatic variables can cause memory leaks and unpredictable behavior."
"Threading/ThreadStaticAttribute.cs","36","cr-dotnet-0023","ThreadStatic Attribute","Application uses [ThreadStatic] attribute to store thread-local data. In cloud hosting environments with thread pooling and request recycling, ThreadStatic variables can cause memory leaks and unpredictable behavior."
"Threading/TimerNoSync.cs","18","cr-dotnet-0024","Timer Without Synchronization","Application uses System.Threading.Timer or System.Timers.Timer for scheduled operations without coordination mechanisms across multiple instances. In horizontally scaled cloud deployments, multiple instances execute the same operations simultaneously."
"Threading/TimerNoSync.cs","24","cr-dotnet-0024","Timer Without Synchronization","Application uses System.Threading.Timer or System.Timers.Timer for scheduled operations without coordination mechanisms across multiple instances. In horizontally scaled cloud deployments, multiple instances execute the same operations simultaneously."
"Threading/TimerNoSync.cs","28","cr-dotnet-0024","Timer Without Synchronization","Application uses System.Threading.Timer or System.Timers.Timer for scheduled operations without coordination mechanisms across multiple instances. In horizontally scaled cloud deployments, multiple instances execute the same operations simultaneously."
